season,started_month,started_day,weekday_type,started_hour_of_day,formatted_hour,member_casual,total_count,avg_duration,avg_distance
Winter,Jan,Friday,weekday,18,6 PM,casual,206,11.75,1.07
Winter,Dec,Saturday,weekend,2,2 AM,casual,206,14.39,1.27
Spring,Apr,Monday,weekday,6,6 AM,casual,205,8.49,1.02
Winter,Jan,Saturday,weekend,15,3 PM,casual,204,11.76,1.1
Spring,May,Saturday,weekend,6,6 AM,casual,204,15.76,1.52
Winter,Feb,Saturday,weekend,9,9 AM,casual,204,14.81,1.17
Winter,Dec,Sunday,weekend,20,8 PM,casual,204,13.15,1.07
Spring,May,Sunday,weekend,3,3 AM,casual,203,22.51,1.2
Summer,Jun,Thursday,weekday,5,5 AM,casual,203,12.12,1.47
Fall,Sep,Monday,weekday,2,2 AM,casual,203,16.91,1.25
Summer,Jun,Tuesday,weekday,0,12 AM,member,203,12.57,1.55
Winter,Jan,Saturday,weekend,21,9 PM,member,203,8.93,1.06
Spring,May,Thursday,weekday,1,1 AM,member,202,16.13,1.08
Winter,Jan,Monday,weekday,13,1 PM,casual,202,15.97,0.98
Spring,May,Thursday,weekday,1,1 AM,casual,202,20.47,1.12
Winter,Jan,Tuesday,weekday,14,2 PM,casual,201,19.43,1.1
Fall,Oct,Saturday,weekend,3,3 AM,casual,201,12.24,1.34
Winter,Feb,Tuesday,weekday,23,11 PM,member,201,10.23,1.31
Spring,May,Sunday,weekend,5,5 AM,member,200,11.87,1.52
Summer,Aug,Sunday,weekend,5,5 AM,casual,200,22.6,1.54
Winter,Feb,Wednesday,weekday,21,9 PM,casual,200,10.59,1.1
Fall,Oct,Sunday,weekend,4,4 AM,casual,199,15.37,1.44
Fall,Oct,Friday,weekday,1,1 AM,casual,199,24.56,1.45
Spring,May,Monday,weekday,1,1 AM,casual,199,23.34,1.23
Spring,Apr,Monday,weekday,0,12 AM,member,199,8.08,1.06
Spring,Apr,Wednesday,weekday,23,11 PM,casual,199,12.37,1.35
Summer,Aug,Saturday,weekend,4,4 AM,member,198,12.49,1.7
Winter,Jan,Friday,weekday,23,11 PM,member,198,12.78,1.09
Winter,Feb,Monday,weekday,23,11 PM,member,198,14.31,1.14
Summer,Aug,Tuesday,weekday,1,1 AM,casual,197,15.75,1.53
Winter,Jan,Monday,weekday,1,1 AM,casual,197,31.0,1.44
Winter,Dec,Monday,weekday,10,10 AM,casual,197,14.97,1.13
Winter,Dec,Tuesday,weekday,20,8 PM,casual,197,10.26,1.05
Fall,Oct,Saturday,weekend,3,3 AM,member,196,11.47,1.55
Winter,Jan,Sunday,weekend,13,1 PM,casual,196,14.37,1.15
Winter,Feb,Saturday,weekend,0,12 AM,member,196,9.04,1.18
Fall,Nov,Sunday,weekend,2,2 AM,casual,196,20.08,1.34
Fall,Oct,Friday,weekday,1,1 AM,member,195,13.5,1.32
Spring,Apr,Thursday,weekday,23,11 PM,casual,195,11.71,1.21
Winter,Jan,Friday,weekday,13,1 PM,casual,195,11.87,0.99
Fall,Sep,Saturday,weekend,3,3 AM,member,194,11.06,1.65
Spring,May,Monday,weekday,1,1 AM,member,193,11.05,1.24
Winter,Jan,Tuesday,weekday,19,7 PM,casual,193,18.34,1.04
Summer,Jul,Sunday,weekend,4,4 AM,casual,193,16.99,1.35
Winter,Feb,Monday,weekday,20,8 PM,casual,193,16.16,1.18
Winter,Dec,Saturday,weekend,2,2 AM,member,193,12.7,1.29
Winter,Jan,Saturday,weekend,14,2 PM,casual,193,22.53,1.06
Summer,Aug,Monday,weekday,5,5 AM,casual,193,10.31,1.27
Winter,Jan,Tuesday,weekday,23,11 PM,member,192,10.01,1.14
Fall,Nov,Thursday,weekday,0,12 AM,member,190,9.4,1.08
Winter,Jan,Wednesday,weekday,20,8 PM,casual,190,9.2,0.86
Spring,Apr,Friday,weekday,6,6 AM,casual,190,16.86,1.16
Spring,Apr,Sunday,weekend,2,2 AM,member,190,8.75,1.25
Winter,Jan,Thursday,weekday,9,9 AM,casual,189,21.57,0.93
Winter,Dec,Tuesday,weekday,10,10 AM,casual,189,15.38,0.99
Spring,Apr,Saturday,weekend,2,2 AM,member,189,8.86,1.28
Spring,May,Saturday,weekend,3,3 AM,member,189,10.62,1.37
Fall,Nov,Sunday,weekend,6,6 AM,casual,189,13.62,1.6
Summer,Aug,Monday,weekday,2,2 AM,casual,189,14.25,1.53
Winter,Jan,Thursday,weekday,23,11 PM,member,188,11.47,1.15
Summer,Aug,Monday,weekday,1,1 AM,member,188,12.55,1.55
Winter,Jan,Sunday,weekend,12,12 PM,casual,188,15.82,1.26
Spring,Mar,Wednesday,weekday,22,10 PM,casual,187,9.8,1.22
Spring,Apr,Thursday,weekday,6,6 AM,casual,187,9.42,1.25
Winter,Jan,Sunday,weekend,14,2 PM,casual,186,19.41,1.14
Summer,Jun,Monday,weekday,5,5 AM,casual,186,14.03,1.33
Fall,Oct,Tuesday,weekday,5,5 AM,casual,186,8.17,1.22
Winter,Dec,Wednesday,weekday,22,10 PM,casual,186,13.5,1.1
Winter,Jan,Wednesday,weekday,11,11 AM,casual,186,25.56,0.99
Spring,Apr,Wednesday,weekday,0,12 AM,member,185,9.8,1.25
Fall,Oct,Wednesday,weekday,1,1 AM,member,185,10.41,1.28
Fall,Nov,Monday,weekday,22,10 PM,casual,185,9.33,1.2
Winter,Jan,Saturday,weekend,12,12 PM,casual,185,16.52,1.14
Spring,Mar,Sunday,weekend,22,10 PM,casual,184,21.27,1.37
Fall,Oct,Thursday,weekday,1,1 AM,casual,184,10.09,1.26
Winter,Jan,Monday,weekday,11,11 AM,casual,184,9.87,0.92
Fall,Oct,Sunday,weekend,4,4 AM,member,184,11.24,1.49
Fall,Oct,Thursday,weekday,5,5 AM,casual,184,9.26,1.27
Winter,Feb,Tuesday,weekday,20,8 PM,casual,183,11.64,1.12
Summer,Jun,Tuesday,weekday,5,5 AM,casual,183,11.08,1.43
Fall,Oct,Thursday,weekday,1,1 AM,member,183,9.96,1.23
Spring,May,Tuesday,weekday,0,12 AM,member,182,11.22,1.27
Fall,Nov,Saturday,weekend,3,3 AM,member,182,8.7,1.33
Winter,Dec,Monday,weekday,23,11 PM,member,181,9.49,1.14
Winter,Feb,Friday,weekday,20,8 PM,casual,181,12.61,1.1
Summer,Jun,Wednesday,weekday,1,1 AM,casual,180,15.46,1.23
Winter,Jan,Thursday,weekday,19,7 PM,casual,179,18.85,0.96
Winter,Jan,Sunday,weekend,16,4 PM,casual,179,13.34,1.01
Winter,Dec,Thursday,weekday,23,11 PM,casual,179,10.64,1.05
Summer,Jul,Thursday,weekday,2,2 AM,casual,178,21.42,1.26
Spring,Mar,Monday,weekday,23,11 PM,member,178,9.83,1.32
Spring,May,Sunday,weekend,3,3 AM,member,178,14.2,1.35
Winter,Dec,Thursday,weekday,0,12 AM,member,177,10.08,1.23
Spring,May,Tuesday,weekday,0,12 AM,casual,177,15.86,1.41
Winter,Jan,Tuesday,weekday,13,1 PM,casual,176,18.84,1.0
Winter,Dec,Friday,weekday,0,12 AM,casual,176,9.33,1.05
Summer,Jun,Sunday,weekend,4,4 AM,member,176,18.69,1.6
Winter,Jan,Monday,weekday,8,8 AM,casual,175,7.34,0.85
Winter,Jan,Saturday,weekend,16,4 PM,casual,175,14.7,0.98
Winter,Jan,Thursday,weekday,10,10 AM,casual,175,15.7,1.09
Winter,Dec,Thursday,weekday,6,6 AM,casual,175,8.08,1.13
Spring,May,Saturday,weekend,5,5 AM,member,174,14.66,1.77
Spring,Apr,Sunday,weekend,2,2 AM,casual,174,18.95,1.46
Fall,Nov,Thursday,weekday,23,11 PM,casual,174,9.91,1.41
Winter,Jan,Saturday,weekend,13,1 PM,casual,174,20.52,1.04
Winter,Dec,Friday,weekday,1,1 AM,member,174,14.07,1.21
Winter,Dec,Sunday,weekend,21,9 PM,casual,173,14.92,1.02
Winter,Jan,Friday,weekday,19,7 PM,casual,173,11.31,1.0
Winter,Jan,Thursday,weekday,11,11 AM,casual,173,12.64,1.02
Winter,Dec,Sunday,weekend,2,2 AM,member,172,15.18,1.14
Spring,May,Wednesday,weekday,5,5 AM,casual,172,10.29,1.28
Fall,Sep,Thursday,weekday,1,1 AM,casual,172,14.46,1.32
Summer,Jun,Saturday,weekend,4,4 AM,member,171,14.87,1.45
Winter,Jan,Saturday,weekend,0,12 AM,member,171,10.03,1.31
Winter,Dec,Friday,weekday,6,6 AM,casual,171,8.78,0.99
Spring,May,Saturday,weekend,3,3 AM,casual,170,18.12,1.31
Winter,Feb,Sunday,weekend,20,8 PM,casual,170,18.56,1.05
Winter,Dec,Wednesday,weekday,0,12 AM,member,169,8.87,1.1
Winter,Feb,Friday,weekday,21,9 PM,casual,169,17.96,0.93
Winter,Jan,Friday,weekday,12,12 PM,casual,169,21.96,0.94
Spring,Mar,Saturday,weekend,1,1 AM,casual,169,22.21,1.15
Summer,Jun,Thursday,weekday,2,2 AM,casual,168,15.79,1.21
Summer,Jul,Sunday,weekend,5,5 AM,casual,168,21.53,1.47
Spring,Apr,Friday,weekday,0,12 AM,casual,168,11.72,1.11
Winter,Jan,Monday,weekday,19,7 PM,casual,168,10.81,0.93
Fall,Oct,Saturday,weekend,5,5 AM,member,167,11.75,1.71
Spring,Mar,Friday,weekday,0,12 AM,casual,166,10.23,1.08
Spring,Mar,Sunday,weekend,7,7 AM,casual,166,18.14,1.46
Spring,May,Friday,weekday,5,5 AM,casual,166,11.51,1.32
Winter,Jan,Sunday,weekend,11,11 AM,casual,165,13.98,1.02
Winter,Jan,Sunday,weekend,15,3 PM,casual,165,13.21,1.12
Winter,Jan,Wednesday,weekday,9,9 AM,casual,165,18.15,0.96
Fall,Sep,Monday,weekday,4,4 AM,member,164,9.46,1.46
Summer,Jul,Tuesday,weekday,1,1 AM,member,164,13.06,1.37
Winter,Jan,Sunday,weekend,22,10 PM,member,163,10.43,1.19
Summer,Jun,Saturday,weekend,4,4 AM,casual,163,13.24,1.41
Winter,Jan,Saturday,weekend,22,10 PM,member,163,14.62,1.03
Summer,Jun,Tuesday,weekday,1,1 AM,casual,162,18.47,1.31
Winter,Feb,Monday,weekday,21,9 PM,casual,162,27.1,1.07
Fall,Nov,Tuesday,weekday,23,11 PM,casual,162,9.38,1.21
Summer,Jul,Monday,weekday,1,1 AM,member,162,12.13,1.43
Winter,Dec,Tuesday,weekday,22,10 PM,casual,162,15.47,1.18
Spring,Apr,Sunday,weekend,7,7 AM,casual,160,16.33,1.46
Summer,Aug,Wednesday,weekday,1,1 AM,casual,160,15.63,1.39
Spring,Mar,Monday,weekday,6,6 AM,casual,160,8.36,1.18
Winter,Dec,Monday,weekday,20,8 PM,casual,159,8.2,0.85
Spring,May,Wednesday,weekday,1,1 AM,member,159,12.03,1.1
Winter,Feb,Tuesday,weekday,21,9 PM,casual,159,16.24,1.16
Spring,Apr,Monday,weekday,0,12 AM,casual,159,23.34,1.23
Spring,Mar,Tuesday,weekday,23,11 PM,casual,159,15.39,1.14
Summer,Jun,Monday,weekday,1,1 AM,member,158,14.29,1.41
Fall,Sep,Friday,weekday,2,2 AM,member,157,13.24,1.52
Winter,Dec,Sunday,weekend,22,10 PM,casual,157,24.84,1.08
Winter,Feb,Thursday,weekday,0,12 AM,member,157,9.82,1.07
Spring,May,Thursday,weekday,5,5 AM,casual,157,10.73,1.28
Winter,Dec,Sunday,weekend,23,11 PM,casual,157,12.42,0.9
Fall,Nov,Friday,weekday,1,1 AM,member,156,11.06,1.28
Spring,Apr,Tuesday,weekday,0,12 AM,casual,156,18.39,1.22
Summer,Jul,Sunday,weekend,4,4 AM,member,156,12.14,1.57
Winter,Dec,Tuesday,weekday,21,9 PM,casual,155,10.37,1.03
Summer,Aug,Friday,weekday,4,4 AM,member,155,12.41,1.88
Fall,Oct,Tuesday,weekday,1,1 AM,member,155,10.37,1.36
Winter,Feb,Sunday,weekend,6,6 AM,member,154,21.03,1.45
Winter,Jan,Thursday,weekday,20,8 PM,casual,154,9.45,1.06
Fall,Nov,Monday,weekday,1,1 AM,member,153,9.94,1.27
Winter,Feb,Sunday,weekend,1,1 AM,member,153,9.7,1.22
Summer,Jul,Wednesday,weekday,1,1 AM,member,153,13.38,1.34
Spring,Mar,Wednesday,weekday,6,6 AM,casual,152,8.0,1.15
Spring,May,Monday,weekday,2,2 AM,casual,152,21.83,1.13
Summer,Aug,Friday,weekday,3,3 AM,casual,152,12.62,1.3
Winter,Feb,Saturday,weekend,21,9 PM,casual,152,22.04,0.95
Summer,Aug,Friday,weekday,2,2 AM,member,151,11.26,1.47
Winter,Jan,Sunday,weekend,7,7 AM,member,151,9.64,1.13
Winter,Jan,Saturday,weekend,11,11 AM,casual,151,23.94,1.12
Fall,Nov,Monday,weekday,0,12 AM,casual,151,14.43,1.14
Winter,Jan,Tuesday,weekday,20,8 PM,casual,151,19.73,0.87
Winter,Dec,Wednesday,weekday,6,6 AM,casual,151,6.18,0.88
Fall,Sep,Friday,weekday,2,2 AM,casual,151,12.06,1.31
Summer,Jul,Friday,weekday,3,3 AM,casual,150,22.64,1.3
Spring,Mar,Thursday,weekday,0,12 AM,member,149,7.32,0.97
Fall,Oct,Monday,weekday,5,5 AM,casual,149,8.73,1.12
Spring,Mar,Sunday,weekend,23,11 PM,casual,149,12.66,0.99
Summer,Jul,Saturday,weekend,4,4 AM,casual,149,17.18,1.29
Winter,Jan,Saturday,weekend,17,5 PM,casual,148,13.2,0.97
Spring,Apr,Saturday,weekend,2,2 AM,casual,148,18.7,1.17
Summer,Jul,Friday,weekday,2,2 AM,member,148,10.77,1.26
Winter,Feb,Friday,weekday,0,12 AM,member,147,9.58,1.18
Winter,Jan,Friday,weekday,11,11 AM,casual,147,12.13,0.99
Spring,Mar,Sunday,weekend,2,2 AM,member,147,11.07,1.34
Winter,Feb,Tuesday,weekday,6,6 AM,casual,146,10.25,1.1
Winter,Feb,Saturday,weekend,6,6 AM,member,146,19.47,1.27
Spring,May,Sunday,weekend,5,5 AM,casual,146,16.27,1.69
Winter,Feb,Thursday,weekday,23,11 PM,casual,145,14.69,1.04
Winter,Jan,Monday,weekday,23,11 PM,member,145,13.17,1.02
Fall,Sep,Monday,weekday,2,2 AM,member,145,12.18,1.55
Summer,Jun,Thursday,weekday,1,1 AM,member,144,13.3,1.53
Winter,Feb,Wednesday,weekday,22,10 PM,casual,144,11.72,1.21
Summer,Jul,Saturday,weekend,4,4 AM,member,144,13.85,1.72
Summer,Jul,Friday,weekday,4,4 AM,member,143,14.64,1.41
Spring,May,Sunday,weekend,4,4 AM,casual,143,14.2,1.21
Winter,Jan,Monday,weekday,0,12 AM,member,143,12.12,1.34
Winter,Feb,Thursday,weekday,6,6 AM,casual,142,8.8,1.0
Fall,Oct,Wednesday,weekday,1,1 AM,casual,142,10.98,1.24
Winter,Jan,Saturday,weekend,10,10 AM,casual,142,22.98,1.13
Spring,Mar,Monday,weekday,22,10 PM,casual,142,11.53,1.04
Summer,Aug,Tuesday,weekday,1,1 AM,member,142,11.38,1.47
Summer,Jul,Monday,weekday,4,4 AM,member,142,10.35,1.53
Winter,Jan,Tuesday,weekday,12,12 PM,casual,141,11.33,0.87
Fall,Nov,Saturday,weekend,3,3 AM,casual,141,20.2,1.36
Summer,Jul,Wednesday,weekday,2,2 AM,casual,140,12.29,1.33
Fall,Nov,Friday,weekday,1,1 AM,casual,140,12.86,1.34
Summer,Aug,Thursday,weekday,2,2 AM,casual,140,13.09,1.36
Spring,May,Friday,weekday,2,2 AM,casual,140,16.4,1.26
Spring,May,Friday,weekday,4,4 AM,member,139,10.03,1.55
Winter,Jan,Sunday,weekend,10,10 AM,casual,139,12.56,1.08
Winter,Jan,Saturday,weekend,23,11 PM,member,139,8.77,1.11
Winter,Jan,Wednesday,weekday,21,9 PM,casual,138,12.63,1.06
Spring,Mar,Wednesday,weekday,23,11 PM,casual,138,9.65,1.17
Spring,Mar,Saturday,weekend,7,7 AM,casual,138,14.25,1.33
Winter,Jan,Monday,weekday,7,7 AM,casual,138,8.24,1.06
Winter,Jan,Wednesday,weekday,10,10 AM,casual,138,23.64,0.99
Spring,May,Tuesday,weekday,5,5 AM,casual,137,12.15,1.31
Winter,Feb,Saturday,weekend,20,8 PM,casual,137,10.89,1.04
Fall,Nov,Sunday,weekend,3,3 AM,member,137,10.17,1.53
Winter,Feb,Friday,weekday,22,10 PM,casual,136,10.41,1.09
Winter,Dec,Monday,weekday,6,6 AM,casual,136,7.83,1.01
Summer,Jun,Wednesday,weekday,1,1 AM,member,136,10.62,1.23
Winter,Jan,Sunday,weekend,0,12 AM,member,136,12.96,1.17
Summer,Jun,Friday,weekday,4,4 AM,member,136,11.46,1.54
Winter,Jan,Saturday,weekend,6,6 AM,member,135,10.2,1.44
Winter,Jan,Friday,weekday,8,8 AM,casual,135,7.99,0.93
Winter,Jan,Tuesday,weekday,9,9 AM,casual,135,8.81,0.88
Fall,Oct,Monday,weekday,1,1 AM,casual,135,18.28,1.07
Fall,Nov,Monday,weekday,23,11 PM,casual,135,10.95,1.2
Winter,Jan,Monday,weekday,10,10 AM,casual,134,11.72,1.06
Fall,Oct,Monday,weekday,1,1 AM,member,134,8.57,1.17
Spring,Apr,Friday,weekday,1,1 AM,member,134,9.34,1.01
Fall,Nov,Sunday,weekend,5,5 AM,member,134,12.15,1.55
Fall,Sep,Thursday,weekday,1,1 AM,member,133,12.13,1.43
Winter,Dec,Wednesday,weekday,23,11 PM,casual,133,15.27,1.29
Summer,Aug,Wednesday,weekday,1,1 AM,member,133,16.15,1.63
Spring,May,Tuesday,weekday,1,1 AM,casual,133,15.07,1.3
Summer,Jun,Friday,weekday,2,2 AM,member,133,12.68,1.25
Winter,Feb,Saturday,weekend,1,1 AM,member,132,13.8,1.22
Fall,Sep,Wednesday,weekday,1,1 AM,casual,132,13.1,1.39
Summer,Jul,Thursday,weekday,2,2 AM,member,132,16.06,1.42
Winter,Dec,Sunday,weekend,8,8 AM,casual,132,11.56,1.24
Spring,May,Friday,weekday,2,2 AM,member,132,9.93,1.21
Summer,Jul,Wednesday,weekday,4,4 AM,member,131,9.4,1.47
Winter,Feb,Sunday,weekend,21,9 PM,casual,131,9.95,1.02
Spring,Mar,Monday,weekday,0,12 AM,member,131,9.64,1.09
Winter,Dec,Monday,weekday,21,9 PM,casual,131,9.84,1.09
Winter,Jan,Saturday,weekend,18,6 PM,casual,130,34.81,0.95
Winter,Feb,Saturday,weekend,23,11 PM,casual,130,12.05,1.2
Fall,Nov,Thursday,weekday,0,12 AM,casual,130,8.79,1.14
Winter,Dec,Saturday,weekend,7,7 AM,casual,130,9.27,1.22
Winter,Feb,Monday,weekday,22,10 PM,casual,130,20.58,1.06
Spring,May,Wednesday,weekday,1,1 AM,casual,130,11.71,1.0
Fall,Sep,Wednesday,weekday,4,4 AM,member,130,13.98,1.57
Winter,Feb,Wednesday,weekday,6,6 AM,casual,130,8.83,1.08
Fall,Sep,Monday,weekday,4,4 AM,casual,129,20.8,1.39
Fall,Sep,Friday,weekday,4,4 AM,member,129,10.88,1.88
Fall,Oct,Tuesday,weekday,1,1 AM,casual,129,16.43,1.27
Fall,Oct,Tuesday,weekday,4,4 AM,member,129,12.91,1.41
Spring,Mar,Friday,weekday,6,6 AM,casual,128,10.05,1.02
Fall,Nov,Saturday,weekend,5,5 AM,member,128,10.73,1.62
Winter,Jan,Tuesday,weekday,7,7 AM,casual,128,8.64,0.96
Winter,Jan,Tuesday,weekday,11,11 AM,casual,127,24.45,1.07
Summer,Jul,Tuesday,weekday,4,4 AM,member,127,11.62,1.34
Fall,Oct,Friday,weekday,5,5 AM,casual,127,10.51,1.09
Winter,Dec,Tuesday,weekday,6,6 AM,casual,127,6.77,0.93
Fall,Oct,Wednesday,weekday,4,4 AM,member,127,10.58,1.72
Spring,Mar,Thursday,weekday,6,6 AM,casual,127,8.4,1.06
Summer,Jun,Monday,weekday,4,4 AM,member,126,25.99,1.62
Summer,Aug,Thursday,weekday,4,4 AM,member,126,10.61,1.42
Fall,Nov,Wednesday,weekday,0,12 AM,casual,126,8.84,1.1
Summer,Jun,Tuesday,weekday,1,1 AM,member,125,14.07,1.35
Summer,Aug,Monday,weekday,4,4 AM,member,125,11.7,1.63
Winter,Jan,Friday,weekday,7,7 AM,casual,125,15.21,0.93
Spring,May,Tuesday,weekday,1,1 AM,member,124,11.22,1.25
Fall,Sep,Monday,weekday,3,3 AM,casual,124,16.7,1.55
Winter,Jan,Monday,weekday,2,2 AM,casual,124,32.68,1.56
Winter,Feb,Saturday,weekend,8,8 AM,casual,124,13.98,1.03
Fall,Oct,Friday,weekday,2,2 AM,casual,124,12.11,1.23
Fall,Nov,Saturday,weekend,6,6 AM,casual,123,9.43,1.24
Fall,Nov,Saturday,weekend,4,4 AM,member,123,8.13,1.23
Fall,Sep,Thursday,weekday,4,4 AM,member,123,15.53,1.76
Winter,Jan,Sunday,weekend,17,5 PM,casual,123,13.75,1.01
Spring,Mar,Sunday,weekend,3,3 AM,member,122,9.97,1.13
Fall,Sep,Wednesday,weekday,1,1 AM,member,122,10.22,1.3
Spring,Mar,Wednesday,weekday,0,12 AM,member,122,9.98,1.18
Fall,Sep,Tuesday,weekday,1,1 AM,member,121,11.75,1.57
Summer,Aug,Tuesday,weekday,4,4 AM,member,121,13.56,1.52
Summer,Aug,Tuesday,weekday,2,2 AM,casual,120,13.04,1.5
Fall,Sep,Saturday,weekend,4,4 AM,casual,120,19.98,1.48
Winter,Dec,Friday,weekday,1,1 AM,casual,120,8.35,1.17
Winter,Jan,Monday,weekday,20,8 PM,casual,120,16.75,0.82
Fall,Nov,Sunday,weekend,3,3 AM,casual,120,15.91,1.33
Fall,Sep,Monday,weekday,3,3 AM,member,119,11.81,1.64
Winter,Jan,Friday,weekday,21,9 PM,casual,119,9.6,1.05
Winter,Dec,Tuesday,weekday,0,12 AM,member,119,9.13,1.17
Spring,May,Sunday,weekend,4,4 AM,member,119,11.63,1.56
Winter,Feb,Saturday,weekend,22,10 PM,casual,119,21.67,1.17
Winter,Dec,Sunday,weekend,2,2 AM,casual,119,19.9,1.43
Summer,Aug,Friday,weekday,3,3 AM,member,118,14.96,1.51
Winter,Jan,Tuesday,weekday,21,9 PM,casual,118,9.62,0.94
Winter,Feb,Tuesday,weekday,22,10 PM,casual,118,22.02,1.14
Spring,Mar,Saturday,weekend,2,2 AM,member,118,8.56,1.13
Winter,Jan,Monday,weekday,2,2 AM,member,117,16.1,1.45
Fall,Oct,Friday,weekday,2,2 AM,member,117,11.57,1.36
Winter,Dec,Monday,weekday,0,12 AM,member,117,9.46,1.24
Spring,Mar,Friday,weekday,1,1 AM,member,116,9.87,1.17
Summer,Jun,Thursday,weekday,4,4 AM,member,116,13.02,1.42
Spring,Apr,Tuesday,weekday,4,4 AM,member,116,11.57,1.99
Spring,May,Wednesday,weekday,4,4 AM,member,116,12.62,1.84
Fall,Sep,Saturday,weekend,4,4 AM,member,115,10.11,1.5
Winter,Jan,Saturday,weekend,1,1 AM,member,115,27.75,1.1
Winter,Jan,Monday,weekday,9,9 AM,casual,115,8.84,0.98
Winter,Jan,Tuesday,weekday,10,10 AM,casual,115,9.67,0.89
Fall,Sep,Tuesday,weekday,1,1 AM,casual,114,13.26,1.32
Summer,Aug,Friday,weekday,4,4 AM,casual,114,13.6,1.5
Summer,Jul,Monday,weekday,2,2 AM,member,114,12.08,1.6
Fall,Nov,Wednesday,weekday,23,11 PM,casual,114,9.48,1.32
Summer,Jul,Monday,weekday,3,3 AM,casual,114,12.47,1.35
Winter,Feb,Friday,weekday,6,6 AM,casual,113,8.69,1.14
Fall,Oct,Saturday,weekend,4,4 AM,casual,113,9.85,1.11
Spring,Apr,Saturday,weekend,6,6 AM,casual,113,15.63,1.56
Spring,Mar,Tuesday,weekday,6,6 AM,casual,113,20.08,1.01
Winter,Dec,Tuesday,weekday,23,11 PM,casual,113,15.96,1.11
Spring,May,Monday,weekday,5,5 AM,casual,112,17.96,1.45
Summer,Jul,Monday,weekday,4,4 AM,casual,112,11.91,1.51
Spring,Apr,Sunday,weekend,3,3 AM,casual,111,15.95,1.29
Winter,Jan,Friday,weekday,23,11 PM,casual,111,8.89,0.96
Winter,Jan,Thursday,weekday,21,9 PM,casual,111,15.99,1.03
Winter,Feb,Sunday,weekend,0,12 AM,casual,110,15.01,1.09
Winter,Jan,Saturday,weekend,9,9 AM,casual,110,14.19,1.05
Spring,May,Saturday,weekend,5,5 AM,casual,110,14.84,1.34
Spring,Apr,Tuesday,weekday,5,5 AM,casual,109,9.24,1.16
Winter,Jan,Saturday,weekend,19,7 PM,casual,109,14.32,0.97
Winter,Feb,Friday,weekday,23,11 PM,casual,109,13.8,1.05
Spring,May,Saturday,weekend,4,4 AM,member,109,11.04,1.57
Spring,Apr,Thursday,weekday,0,12 AM,casual,108,17.74,1.05
Winter,Dec,Saturday,weekend,5,5 AM,member,108,14.73,1.5
Winter,Feb,Tuesday,weekday,0,12 AM,member,108,9.57,1.14
Summer,Jun,Monday,weekday,2,2 AM,casual,108,25.02,1.39
Fall,Oct,Tuesday,weekday,2,2 AM,casual,107,14.12,1.22
Spring,May,Thursday,weekday,2,2 AM,casual,107,13.37,1.19
Fall,Oct,Saturday,weekend,5,5 AM,casual,107,13.25,1.43
Winter,Jan,Friday,weekday,20,8 PM,casual,106,9.68,1.05
Summer,Jun,Tuesday,weekday,4,4 AM,member,106,15.01,1.34
Spring,Mar,Sunday,weekend,2,2 AM,casual,106,12.69,1.18
Spring,Apr,Monday,weekday,4,4 AM,member,106,10.52,1.62
Summer,Aug,Thursday,weekday,2,2 AM,member,106,8.83,1.09
Winter,Dec,Saturday,weekend,3,3 AM,member,105,9.12,1.13
Winter,Jan,Sunday,weekend,18,6 PM,casual,105,10.81,0.95
Spring,May,Monday,weekday,2,2 AM,member,105,12.03,1.34
Summer,Jul,Friday,weekday,4,4 AM,casual,104,18.76,1.53
Summer,Aug,Wednesday,weekday,4,4 AM,member,104,10.16,1.56
Fall,Nov,Sunday,weekend,4,4 AM,casual,104,17.65,1.25
Spring,Apr,Sunday,weekend,5,5 AM,member,104,12.06,1.66
Winter,Feb,Wednesday,weekday,23,11 PM,casual,104,9.81,1.07
Winter,Jan,Friday,weekday,0,12 AM,member,103,8.3,0.98
Winter,Jan,Monday,weekday,0,12 AM,casual,103,12.13,1.19
Winter,Jan,Friday,weekday,9,9 AM,casual,103,10.77,1.02
Winter,Dec,Monday,weekday,22,10 PM,casual,103,9.67,1.02
Spring,May,Monday,weekday,4,4 AM,member,103,11.21,1.66
Fall,Sep,Thursday,weekday,2,2 AM,casual,103,10.78,1.27
Winter,Feb,Sunday,weekend,2,2 AM,member,103,20.12,1.16
Spring,May,Tuesday,weekday,4,4 AM,member,103,9.96,1.62
Summer,Jul,Friday,weekday,3,3 AM,member,102,11.29,1.59
Winter,Jan,Friday,weekday,10,10 AM,casual,102,31.88,0.95
Winter,Jan,Wednesday,weekday,6,6 AM,casual,102,9.99,0.95
Spring,Mar,Monday,weekday,4,4 AM,member,101,9.09,1.22
Spring,Apr,Saturday,weekend,5,5 AM,member,101,11.33,1.6
Spring,Mar,Sunday,weekend,3,3 AM,casual,101,15.77,1.02
Summer,Aug,Monday,weekday,4,4 AM,casual,101,12.33,1.45
Fall,Nov,Wednesday,weekday,1,1 AM,member,101,9.84,1.51
Summer,Aug,Monday,weekday,3,3 AM,casual,101,12.66,1.48
Summer,Jun,Thursday,weekday,2,2 AM,member,101,15.25,1.5
Summer,Aug,Monday,weekday,3,3 AM,member,100,12.55,1.9
Fall,Nov,Wednesday,weekday,5,5 AM,casual,100,10.71,1.04
Winter,Jan,Sunday,weekend,9,9 AM,casual,100,10.0,1.12
Spring,Apr,Saturday,weekend,3,3 AM,member,100,8.03,1.16
