season,started_month,started_day,weekday_type,started_hour_of_day,formatted_hour,member_casual,total_count,avg_duration,avg_distance
Summer,Jul,Wednesday,weekday,6,6 AM,casual,568,10.17,1.33
Spring,May,Tuesday,weekday,22,10 PM,casual,567,19.9,1.42
Winter,Feb,Friday,weekday,20,8 PM,member,566,11.32,1.15
Spring,Apr,Friday,weekday,20,8 PM,casual,563,16.34,1.07
Winter,Feb,Friday,weekday,17,5 PM,casual,562,14.59,1.19
Winter,Jan,Sunday,weekend,10,10 AM,member,562,12.03,1.07
Summer,Jul,Thursday,weekday,5,5 AM,member,561,10.75,1.52
Winter,Dec,Saturday,weekend,10,10 AM,casual,561,15.32,1.27
Spring,Apr,Thursday,weekday,12,12 PM,casual,560,15.23,1.1
Winter,Feb,Monday,weekday,15,3 PM,casual,559,19.76,1.29
Spring,Apr,Friday,weekday,8,8 AM,casual,559,14.76,1.2
Spring,Mar,Tuesday,weekday,14,2 PM,casual,559,23.08,1.25
Summer,Jun,Wednesday,weekday,6,6 AM,casual,557,12.59,1.42
Fall,Nov,Saturday,weekend,20,8 PM,casual,557,14.85,1.11
Summer,Jul,Sunday,weekend,8,8 AM,casual,557,20.94,1.55
Fall,Nov,Tuesday,weekday,7,7 AM,casual,557,9.29,1.16
Fall,Oct,Thursday,weekday,6,6 AM,casual,556,9.56,1.15
Summer,Jun,Tuesday,weekday,23,11 PM,casual,556,17.43,1.42
Fall,Nov,Friday,weekday,21,9 PM,casual,555,12.79,1.15
Winter,Feb,Saturday,weekend,8,8 AM,member,552,14.66,1.27
Winter,Jan,Saturday,weekend,9,9 AM,member,551,11.69,1.05
Fall,Nov,Wednesday,weekday,12,12 PM,casual,550,17.52,1.26
Spring,Mar,Tuesday,weekday,19,7 PM,casual,550,14.69,1.26
Fall,Nov,Friday,weekday,9,9 AM,casual,549,13.77,1.12
Spring,Mar,Wednesday,weekday,22,10 PM,member,549,10.61,1.29
Winter,Dec,Sunday,weekend,16,4 PM,casual,548,15.22,1.1
Summer,Aug,Thursday,weekday,0,12 AM,casual,545,18.02,1.42
Summer,Jun,Sunday,weekend,7,7 AM,casual,544,23.95,1.49
Fall,Oct,Monday,weekday,21,9 PM,casual,544,11.4,1.28
Winter,Feb,Thursday,weekday,18,6 PM,casual,544,14.93,1.06
Winter,Dec,Friday,weekday,12,12 PM,casual,544,20.45,1.22
Summer,Jul,Monday,weekday,6,6 AM,casual,543,11.81,1.29
Spring,May,Thursday,weekday,23,11 PM,casual,543,17.86,1.29
Winter,Jan,Tuesday,weekday,21,9 PM,member,542,9.31,1.06
Fall,Sep,Friday,weekday,5,5 AM,member,541,10.04,1.53
Spring,Apr,Thursday,weekday,14,2 PM,casual,541,18.24,1.24
Summer,Jul,Friday,weekday,0,12 AM,member,539,11.99,1.51
Winter,Dec,Sunday,weekend,8,8 AM,member,539,9.85,1.16
Fall,Nov,Monday,weekday,10,10 AM,casual,537,17.46,1.19
Fall,Nov,Thursday,weekday,15,3 PM,casual,536,16.48,1.24
Spring,May,Tuesday,weekday,9,9 AM,casual,536,17.94,1.22
Fall,Oct,Sunday,weekend,2,2 AM,casual,535,12.46,1.41
Fall,Oct,Sunday,weekend,6,6 AM,member,534,13.01,1.53
Spring,May,Sunday,weekend,1,1 AM,member,534,12.47,1.42
Winter,Dec,Saturday,weekend,7,7 AM,member,532,10.12,1.21
Fall,Sep,Friday,weekday,0,12 AM,member,531,11.24,1.56
Winter,Jan,Saturday,weekend,18,6 PM,member,530,17.99,1.06
Summer,Aug,Monday,weekday,6,6 AM,casual,530,11.31,1.3
Fall,Nov,Saturday,weekend,0,12 AM,casual,528,18.36,1.22
Winter,Dec,Sunday,weekend,12,12 PM,casual,527,21.18,1.24
Winter,Feb,Tuesday,weekday,18,6 PM,casual,527,18.61,1.17
Spring,Mar,Wednesday,weekday,12,12 PM,casual,527,19.85,1.21
Summer,Jul,Saturday,weekend,2,2 AM,casual,526,15.53,1.34
Winter,Dec,Wednesday,weekday,15,3 PM,casual,526,15.37,1.15
Fall,Nov,Saturday,weekend,8,8 AM,casual,523,14.32,1.22
Summer,Jun,Friday,weekday,6,6 AM,casual,522,11.77,1.44
Winter,Dec,Sunday,weekend,13,1 PM,casual,521,15.27,1.25
Spring,May,Wednesday,weekday,6,6 AM,casual,521,14.12,1.33
Fall,Nov,Sunday,weekend,7,7 AM,member,521,11.02,1.43
Winter,Dec,Saturday,weekend,23,11 PM,member,521,10.67,1.28
Spring,May,Monday,weekday,22,10 PM,casual,521,23.07,1.47
Winter,Dec,Monday,weekday,21,9 PM,member,520,9.19,1.13
Summer,Jul,Thursday,weekday,0,12 AM,casual,519,19.65,1.31
Spring,Mar,Wednesday,weekday,8,8 AM,casual,517,9.65,1.17
Spring,Mar,Tuesday,weekday,13,1 PM,casual,517,17.8,1.29
Fall,Nov,Sunday,weekend,0,12 AM,member,517,9.57,1.36
Fall,Oct,Sunday,weekend,21,9 PM,casual,517,15.81,1.27
Fall,Nov,Sunday,weekend,22,10 PM,member,516,9.51,1.3
Spring,Apr,Monday,weekday,21,9 PM,casual,516,16.94,1.2
Spring,Mar,Sunday,weekend,9,9 AM,casual,516,26.77,1.32
Summer,Aug,Sunday,weekend,7,7 AM,casual,516,24.4,1.8
Summer,Jul,Thursday,weekday,6,6 AM,casual,515,12.57,1.42
Winter,Dec,Thursday,weekday,15,3 PM,casual,515,13.73,1.24
Fall,Sep,Friday,weekday,0,12 AM,casual,514,15.59,1.38
Summer,Aug,Monday,weekday,23,11 PM,member,512,13.43,1.65
Summer,Jun,Tuesday,weekday,6,6 AM,casual,511,15.76,1.43
Fall,Nov,Wednesday,weekday,13,1 PM,casual,511,11.84,1.14
Winter,Feb,Sunday,weekend,17,5 PM,casual,509,22.2,1.24
Summer,Jun,Friday,weekday,0,12 AM,member,509,12.29,1.42
Winter,Dec,Saturday,weekend,17,5 PM,casual,508,14.11,1.09
Spring,Mar,Thursday,weekday,13,1 PM,casual,508,24.75,1.32
Fall,Oct,Saturday,weekend,7,7 AM,casual,508,15.24,1.39
Spring,Mar,Monday,weekday,12,12 PM,casual,508,22.75,1.22
Spring,Apr,Wednesday,weekday,13,1 PM,casual,508,17.81,1.28
Winter,Dec,Sunday,weekend,11,11 AM,casual,506,16.19,1.27
Fall,Nov,Wednesday,weekday,22,10 PM,member,506,9.37,1.26
Spring,Mar,Sunday,weekend,7,7 AM,member,505,10.15,1.26
Spring,Mar,Monday,weekday,13,1 PM,casual,503,23.95,1.16
Winter,Feb,Friday,weekday,15,3 PM,casual,503,15.53,1.25
Fall,Sep,Sunday,weekend,2,2 AM,member,502,11.2,1.46
Summer,Jul,Friday,weekday,6,6 AM,casual,501,10.97,1.36
Summer,Jul,Monday,weekday,0,12 AM,casual,500,27.96,1.4
Winter,Feb,Tuesday,weekday,14,2 PM,casual,498,24.51,1.41
Winter,Dec,Saturday,weekend,18,6 PM,casual,498,14.35,1.18
Spring,Mar,Tuesday,weekday,8,8 AM,casual,497,11.01,1.14
Winter,Dec,Wednesday,weekday,18,6 PM,casual,496,14.83,1.08
Spring,Mar,Thursday,weekday,14,2 PM,casual,496,17.72,1.24
Spring,Mar,Sunday,weekend,0,12 AM,member,494,11.28,1.22
Fall,Nov,Monday,weekday,22,10 PM,member,493,11.91,1.32
Spring,Apr,Sunday,weekend,22,10 PM,member,493,11.93,1.38
Spring,Mar,Thursday,weekday,19,7 PM,casual,493,13.44,1.11
Fall,Nov,Thursday,weekday,14,2 PM,casual,491,14.86,1.22
Winter,Feb,Thursday,weekday,8,8 AM,casual,491,9.93,1.09
Spring,Mar,Thursday,weekday,12,12 PM,casual,489,17.33,1.14
Summer,Jun,Monday,weekday,6,6 AM,casual,489,11.82,1.28
Summer,Aug,Saturday,weekend,2,2 AM,member,486,11.83,1.42
Winter,Dec,Tuesday,weekday,16,4 PM,casual,486,12.85,1.14
Spring,Mar,Saturday,weekend,21,9 PM,casual,485,24.12,1.27
Fall,Sep,Sunday,weekend,6,6 AM,casual,485,26.29,1.76
Spring,May,Sunday,weekend,23,11 PM,member,484,11.75,1.41
Spring,Mar,Wednesday,weekday,13,1 PM,casual,484,19.07,1.37
Summer,Jul,Monday,weekday,23,11 PM,casual,483,19.89,1.28
Spring,Apr,Tuesday,weekday,23,11 PM,member,483,9.46,1.21
Winter,Feb,Friday,weekday,14,2 PM,casual,483,22.61,1.28
Winter,Feb,Sunday,weekend,8,8 AM,member,483,11.09,1.2
Summer,Aug,Tuesday,weekday,23,11 PM,casual,482,16.21,1.59
Spring,Mar,Tuesday,weekday,12,12 PM,casual,482,20.9,1.18
Spring,Apr,Friday,weekday,9,9 AM,casual,480,19.83,1.35
Summer,Jul,Sunday,weekend,2,2 AM,casual,480,16.83,1.34
Spring,Apr,Saturday,weekend,0,12 AM,member,478,10.51,1.16
Winter,Feb,Thursday,weekday,12,12 PM,casual,478,15.25,1.13
Summer,Aug,Sunday,weekend,6,6 AM,member,477,12.96,1.61
Winter,Dec,Friday,weekday,19,7 PM,casual,477,16.91,1.1
Winter,Feb,Wednesday,weekday,15,3 PM,casual,476,19.37,1.28
Winter,Jan,Friday,weekday,10,10 AM,member,476,12.86,1.01
Fall,Nov,Tuesday,weekday,19,7 PM,casual,475,16.46,1.14
Spring,Mar,Thursday,weekday,23,11 PM,member,474,10.57,1.37
Fall,Nov,Monday,weekday,7,7 AM,casual,473,8.96,1.13
Spring,Apr,Thursday,weekday,13,1 PM,casual,473,19.07,1.23
Winter,Jan,Sunday,weekend,18,6 PM,member,473,9.51,1.07
Fall,Nov,Monday,weekday,9,9 AM,casual,473,11.19,1.15
Winter,Dec,Saturday,weekend,0,12 AM,member,471,12.95,1.35
Winter,Feb,Sunday,weekend,20,8 PM,member,471,15.6,1.1
Winter,Feb,Thursday,weekday,13,1 PM,casual,469,17.83,1.1
Spring,May,Tuesday,weekday,23,11 PM,member,469,11.57,1.43
Spring,Mar,Friday,weekday,19,7 PM,casual,469,15.95,1.11
Winter,Jan,Friday,weekday,20,8 PM,member,467,9.74,1.01
Fall,Nov,Friday,weekday,23,11 PM,casual,467,11.08,1.25
Fall,Nov,Sunday,weekend,8,8 AM,casual,467,16.92,1.49
Winter,Feb,Friday,weekday,13,1 PM,casual,466,18.5,1.13
Spring,Apr,Wednesday,weekday,7,7 AM,casual,464,12.53,1.18
Spring,May,Saturday,weekend,1,1 AM,casual,464,15.42,1.32
Spring,Apr,Monday,weekday,7,7 AM,casual,463,10.13,1.22
Summer,Jun,Monday,weekday,23,11 PM,member,462,12.15,1.55
Summer,Aug,Monday,weekday,0,12 AM,casual,462,22.31,1.31
Spring,May,Friday,weekday,0,12 AM,member,462,9.93,1.27
Fall,Nov,Tuesday,weekday,5,5 AM,member,461,11.14,1.32
Winter,Dec,Sunday,weekend,21,9 PM,member,461,10.46,1.21
Fall,Nov,Tuesday,weekday,11,11 AM,casual,461,13.24,1.07
Spring,Apr,Wednesday,weekday,20,8 PM,casual,461,12.59,1.18
Spring,May,Saturday,weekend,6,6 AM,member,460,13.43,1.8
Summer,Jun,Sunday,weekend,2,2 AM,member,459,13.08,1.54
Summer,Aug,Friday,weekday,1,1 AM,casual,459,16.77,1.46
Winter,Dec,Wednesday,weekday,22,10 PM,member,458,9.96,1.26
Winter,Jan,Wednesday,weekday,17,5 PM,casual,455,15.61,1.09
Winter,Feb,Sunday,weekend,21,9 PM,member,455,9.37,1.09
Fall,Nov,Wednesday,weekday,11,11 AM,casual,455,14.77,1.15
Fall,Nov,Wednesday,weekday,5,5 AM,member,454,9.53,1.36
Spring,May,Saturday,weekend,7,7 AM,casual,453,19.93,1.43
Fall,Nov,Saturday,weekend,1,1 AM,member,452,9.86,1.31
Spring,Mar,Saturday,weekend,20,8 PM,casual,452,18.78,1.08
Fall,Nov,Saturday,weekend,21,9 PM,casual,452,16.22,1.14
Winter,Feb,Wednesday,weekday,18,6 PM,casual,452,17.59,1.14
Winter,Dec,Thursday,weekday,14,2 PM,casual,451,16.9,1.24
Winter,Dec,Tuesday,weekday,17,5 PM,casual,451,12.54,1.06
Winter,Jan,Thursday,weekday,17,5 PM,casual,451,14.34,1.05
Spring,Apr,Thursday,weekday,9,9 AM,casual,451,10.94,1.09
Fall,Nov,Wednesday,weekday,9,9 AM,casual,450,10.02,1.06
Winter,Jan,Thursday,weekday,16,4 PM,casual,450,12.62,1.08
Spring,May,Friday,weekday,6,6 AM,casual,450,14.26,1.37
Spring,May,Sunday,weekend,6,6 AM,member,450,12.54,1.63
Summer,Aug,Thursday,weekday,0,12 AM,member,450,12.69,1.51
Winter,Jan,Thursday,weekday,21,9 PM,member,449,10.67,1.12
Spring,Mar,Friday,weekday,11,11 AM,casual,449,21.43,1.15
Winter,Feb,Wednesday,weekday,22,10 PM,member,448,14.67,1.33
Fall,Sep,Monday,weekday,0,12 AM,member,447,11.42,1.4
Winter,Feb,Saturday,weekend,12,12 PM,casual,446,17.74,1.1
Fall,Nov,Monday,weekday,19,7 PM,casual,446,10.27,1.11
Winter,Feb,Monday,weekday,18,6 PM,casual,445,15.62,1.27
Spring,May,Monday,weekday,5,5 AM,member,444,10.66,1.5
Winter,Dec,Sunday,weekend,0,12 AM,member,444,11.01,1.38
Spring,Apr,Wednesday,weekday,12,12 PM,casual,443,18.34,1.21
Winter,Feb,Thursday,weekday,14,2 PM,casual,443,15.76,1.23
Fall,Nov,Saturday,weekend,1,1 AM,casual,443,15.56,1.25
Fall,Oct,Friday,weekday,0,12 AM,member,442,10.67,1.32
Spring,Mar,Saturday,weekend,0,12 AM,member,442,8.91,1.21
Spring,Apr,Friday,weekday,22,10 PM,casual,441,14.22,1.2
Fall,Nov,Tuesday,weekday,9,9 AM,casual,440,11.93,1.04
Winter,Feb,Sunday,weekend,11,11 AM,casual,440,20.3,1.39
Fall,Nov,Thursday,weekday,7,7 AM,casual,437,10.85,1.13
Winter,Jan,Sunday,weekend,9,9 AM,member,437,16.07,0.99
Winter,Jan,Monday,weekday,21,9 PM,member,437,10.14,1.14
Spring,Apr,Friday,weekday,21,9 PM,casual,437,12.98,1.16
Spring,Apr,Sunday,weekend,21,9 PM,casual,435,17.87,1.08
Spring,Apr,Wednesday,weekday,11,11 AM,casual,435,23.91,1.22
Spring,May,Saturday,weekend,1,1 AM,member,434,10.79,1.38
Fall,Sep,Saturday,weekend,6,6 AM,casual,433,16.49,1.47
Spring,May,Sunday,weekend,2,2 AM,casual,432,19.7,1.29
Winter,Dec,Wednesday,weekday,8,8 AM,casual,432,8.0,0.94
Summer,Jun,Thursday,weekday,0,12 AM,casual,431,20.99,1.35
Fall,Nov,Friday,weekday,7,7 AM,casual,431,9.24,1.15
Spring,May,Sunday,weekend,7,7 AM,casual,431,28.69,1.4
Fall,Oct,Saturday,weekend,6,6 AM,member,431,12.83,1.51
Spring,Mar,Saturday,weekend,8,8 AM,casual,431,16.43,1.31
Winter,Feb,Sunday,weekend,22,10 PM,member,429,10.67,1.28
Fall,Oct,Wednesday,weekday,23,11 PM,casual,429,14.59,1.29
Summer,Jul,Friday,weekday,1,1 AM,casual,429,17.42,1.31
Winter,Jan,Wednesday,weekday,22,10 PM,member,428,16.36,1.22
Winter,Dec,Friday,weekday,11,11 AM,casual,428,14.82,1.1
Winter,Feb,Tuesday,weekday,13,1 PM,casual,428,21.45,1.3
Summer,Jun,Saturday,weekend,2,2 AM,member,427,11.31,1.45
Spring,May,Sunday,weekend,23,11 PM,casual,427,26.83,1.25
Spring,Apr,Monday,weekday,23,11 PM,member,425,10.28,1.29
Winter,Dec,Monday,weekday,17,5 PM,casual,424,10.81,1.06
Spring,Apr,Sunday,weekend,7,7 AM,member,424,11.87,1.32
Winter,Feb,Friday,weekday,21,9 PM,member,424,10.05,1.12
Fall,Oct,Sunday,weekend,22,10 PM,casual,423,16.85,1.37
Fall,Nov,Friday,weekday,22,10 PM,casual,423,16.52,1.17
Spring,Mar,Thursday,weekday,8,8 AM,casual,422,9.55,1.11
Winter,Dec,Saturday,weekend,9,9 AM,casual,421,16.26,1.2
Winter,Feb,Monday,weekday,14,2 PM,casual,421,22.93,1.32
Fall,Nov,Sunday,weekend,1,1 AM,member,421,8.78,1.44
Summer,Jul,Thursday,weekday,0,12 AM,member,421,12.06,1.48
Spring,Apr,Thursday,weekday,23,11 PM,member,420,10.5,1.39
Winter,Dec,Wednesday,weekday,14,2 PM,casual,420,16.55,1.12
Winter,Feb,Tuesday,weekday,12,12 PM,casual,420,19.6,1.22
Fall,Oct,Monday,weekday,5,5 AM,member,419,9.79,1.55
Winter,Dec,Thursday,weekday,8,8 AM,casual,419,8.8,1.05
Summer,Jul,Sunday,weekend,23,11 PM,casual,418,21.81,1.21
Winter,Dec,Sunday,weekend,10,10 AM,casual,418,15.04,1.23
Spring,Apr,Thursday,weekday,7,7 AM,casual,417,10.63,1.26
Winter,Feb,Tuesday,weekday,8,8 AM,casual,416,10.14,1.19
Spring,May,Thursday,weekday,6,6 AM,casual,415,12.83,1.35
Winter,Feb,Saturday,weekend,16,4 PM,casual,414,19.73,1.25
Summer,Aug,Monday,weekday,23,11 PM,casual,414,22.64,1.43
Winter,Dec,Monday,weekday,16,4 PM,casual,414,10.9,1.04
Winter,Dec,Thursday,weekday,12,12 PM,casual,413,15.06,1.13
Fall,Nov,Sunday,weekend,0,12 AM,casual,413,10.2,1.17
Winter,Dec,Wednesday,weekday,12,12 PM,casual,413,18.32,1.08
Winter,Dec,Saturday,weekend,1,1 AM,member,413,9.87,1.33
Summer,Jul,Sunday,weekend,23,11 PM,member,413,12.69,1.53
Winter,Feb,Saturday,weekend,20,8 PM,member,412,13.3,1.03
Fall,Nov,Thursday,weekday,12,12 PM,casual,412,14.77,1.22
Winter,Jan,Wednesday,weekday,16,4 PM,casual,412,15.42,1.1
Winter,Dec,Thursday,weekday,13,1 PM,casual,412,14.83,1.2
Fall,Sep,Saturday,weekend,2,2 AM,casual,412,23.34,1.3
Fall,Nov,Sunday,weekend,20,8 PM,casual,411,18.17,1.19
Fall,Nov,Thursday,weekday,13,1 PM,casual,411,16.49,1.14
Fall,Nov,Saturday,weekend,22,10 PM,casual,410,11.92,1.17
Spring,Mar,Sunday,weekend,19,7 PM,casual,409,20.32,1.09
Fall,Nov,Tuesday,weekday,10,10 AM,casual,408,13.5,1.15
Spring,Mar,Saturday,weekend,22,10 PM,casual,408,17.98,1.1
Fall,Oct,Monday,weekday,22,10 PM,casual,406,14.44,1.31
Spring,Mar,Monday,weekday,8,8 AM,casual,405,10.49,1.14
Fall,Nov,Thursday,weekday,23,11 PM,member,405,14.61,1.27
Spring,Apr,Tuesday,weekday,22,10 PM,casual,404,14.28,1.18
Winter,Feb,Saturday,weekend,14,2 PM,casual,403,19.06,1.17
Fall,Nov,Friday,weekday,5,5 AM,member,403,9.84,1.47
Winter,Feb,Friday,weekday,12,12 PM,casual,403,20.93,1.02
Summer,Aug,Saturday,weekend,5,5 AM,member,402,12.71,1.73
Fall,Nov,Sunday,weekend,1,1 AM,casual,402,10.93,1.29
Winter,Feb,Saturday,weekend,21,9 PM,member,401,11.55,1.13
Spring,Apr,Monday,weekday,22,10 PM,casual,400,19.68,1.13
Fall,Oct,Sunday,weekend,2,2 AM,member,400,9.98,1.37
Winter,Feb,Thursday,weekday,23,11 PM,member,400,10.13,1.21
Winter,Feb,Saturday,weekend,13,1 PM,casual,398,20.38,1.33
Summer,Aug,Saturday,weekend,6,6 AM,casual,398,17.14,1.51
Spring,Apr,Wednesday,weekday,9,9 AM,casual,397,14.88,1.22
Fall,Nov,Monday,weekday,5,5 AM,member,397,8.79,1.36
Spring,Apr,Thursday,weekday,11,11 AM,casual,396,21.43,1.39
Winter,Feb,Monday,weekday,13,1 PM,casual,396,26.92,1.28
Fall,Oct,Tuesday,weekday,23,11 PM,casual,394,13.74,1.3
Spring,May,Friday,weekday,0,12 AM,casual,394,16.46,1.29
Summer,Jun,Monday,weekday,23,11 PM,casual,394,17.81,1.4
Summer,Aug,Saturday,weekend,3,3 AM,casual,394,27.03,1.41
Fall,Nov,Sunday,weekend,19,7 PM,casual,394,12.3,1.15
Winter,Feb,Tuesday,weekday,22,10 PM,member,393,9.41,1.24
Spring,Mar,Sunday,weekend,22,10 PM,member,392,8.97,1.16
Spring,Mar,Tuesday,weekday,11,11 AM,casual,392,17.48,1.13
Spring,Mar,Monday,weekday,20,8 PM,casual,391,14.63,1.13
Winter,Dec,Monday,weekday,15,3 PM,casual,391,13.88,1.15
Fall,Oct,Saturday,weekend,2,2 AM,casual,391,14.01,1.27
Spring,Mar,Monday,weekday,11,11 AM,casual,391,24.57,1.35
Winter,Dec,Tuesday,weekday,15,3 PM,casual,390,11.86,1.03
Spring,Mar,Wednesday,weekday,19,7 PM,casual,390,11.09,1.09
Spring,Apr,Thursday,weekday,20,8 PM,casual,389,16.13,1.17
Winter,Dec,Tuesday,weekday,22,10 PM,member,389,8.98,1.17
Winter,Dec,Thursday,weekday,23,11 PM,member,389,10.75,1.3
Fall,Sep,Sunday,weekend,3,3 AM,casual,389,17.09,1.38
Fall,Nov,Wednesday,weekday,10,10 AM,casual,389,11.61,1.02
Summer,Jun,Sunday,weekend,6,6 AM,casual,387,20.09,1.5
Spring,May,Monday,weekday,23,11 PM,member,387,13.81,1.38
Spring,May,Wednesday,weekday,23,11 PM,casual,387,18.71,1.3
Summer,Aug,Friday,weekday,1,1 AM,member,386,11.52,1.38
Spring,Apr,Friday,weekday,23,11 PM,casual,386,15.76,1.24
Winter,Feb,Friday,weekday,18,6 PM,casual,385,15.0,1.08
Fall,Oct,Monday,weekday,23,11 PM,member,385,11.51,1.37
Fall,Oct,Saturday,weekend,2,2 AM,member,385,9.6,1.3
Summer,Jun,Sunday,weekend,3,3 AM,casual,385,25.37,1.27
Spring,Apr,Wednesday,weekday,5,5 AM,member,383,9.47,1.42
Spring,May,Tuesday,weekday,6,6 AM,casual,383,10.55,1.28
Winter,Dec,Friday,weekday,20,8 PM,casual,383,18.76,1.1
Fall,Nov,Tuesday,weekday,23,11 PM,member,383,9.0,1.23
Fall,Nov,Thursday,weekday,9,9 AM,casual,383,11.31,1.11
Winter,Jan,Sunday,weekend,19,7 PM,member,382,8.66,1.03
Winter,Jan,Saturday,weekend,19,7 PM,member,382,15.13,0.94
Summer,Jul,Monday,weekday,0,12 AM,member,380,11.86,1.41
Winter,Feb,Saturday,weekend,15,3 PM,casual,379,20.66,1.24
Spring,Apr,Monday,weekday,5,5 AM,member,379,8.52,1.26
Winter,Jan,Wednesday,weekday,5,5 AM,member,378,12.27,1.15
Winter,Feb,Monday,weekday,12,12 PM,casual,378,19.71,1.16
Spring,Apr,Sunday,weekend,1,1 AM,member,378,11.48,1.31
Summer,Jun,Saturday,weekend,6,6 AM,casual,377,17.53,1.56
Fall,Oct,Friday,weekday,5,5 AM,member,377,9.67,1.47
Winter,Dec,Thursday,weekday,19,7 PM,casual,376,15.14,1.12
Fall,Nov,Thursday,weekday,19,7 PM,casual,375,9.8,1.1
Winter,Feb,Wednesday,weekday,14,2 PM,casual,374,17.81,1.25
Fall,Oct,Sunday,weekend,23,11 PM,member,374,13.48,1.43
Summer,Jul,Sunday,weekend,6,6 AM,member,373,11.25,1.5
Fall,Oct,Sunday,weekend,5,5 AM,casual,372,15.21,1.45
Spring,Apr,Wednesday,weekday,23,11 PM,member,372,10.18,1.39
Summer,Jun,Monday,weekday,0,12 AM,casual,369,21.11,1.24
Winter,Dec,Wednesday,weekday,13,1 PM,casual,369,24.78,1.12
Fall,Sep,Saturday,weekend,2,2 AM,member,368,10.39,1.39
Winter,Dec,Sunday,weekend,22,10 PM,member,367,10.52,1.31
Fall,Nov,Saturday,weekend,23,11 PM,casual,367,15.6,1.22
Summer,Jul,Wednesday,weekday,0,12 AM,casual,366,13.99,1.34
Winter,Feb,Wednesday,weekday,13,1 PM,casual,366,15.31,1.06
Spring,Mar,Wednesday,weekday,9,9 AM,casual,366,13.57,1.05
Fall,Nov,Wednesday,weekday,19,7 PM,casual,366,15.41,1.1
Winter,Dec,Sunday,weekend,18,6 PM,casual,365,23.74,1.06
Fall,Nov,Saturday,weekend,6,6 AM,member,364,12.31,1.47
Winter,Dec,Thursday,weekday,11,11 AM,casual,363,16.13,1.13
Spring,Mar,Wednesday,weekday,7,7 AM,casual,363,13.91,1.15
Spring,Mar,Friday,weekday,10,10 AM,casual,362,26.46,1.24
Summer,Jul,Saturday,weekend,6,6 AM,casual,362,19.17,1.7
Winter,Jan,Friday,weekday,21,9 PM,member,362,9.25,1.16
Spring,Apr,Sunday,weekend,22,10 PM,casual,362,19.3,1.08
Winter,Feb,Thursday,weekday,5,5 AM,member,361,9.08,1.21
Summer,Aug,Sunday,weekend,6,6 AM,casual,361,22.97,1.69
Winter,Dec,Saturday,weekend,19,7 PM,casual,360,12.82,1.16
Winter,Dec,Sunday,weekend,7,7 AM,member,360,9.21,1.2
Spring,Apr,Wednesday,weekday,21,9 PM,casual,358,14.64,1.29
Winter,Feb,Wednesday,weekday,5,5 AM,member,356,12.83,1.26
Winter,Feb,Wednesday,weekday,8,8 AM,casual,356,10.91,1.03
Winter,Feb,Thursday,weekday,11,11 AM,casual,356,17.74,1.3
Winter,Feb,Monday,weekday,22,10 PM,member,356,9.68,1.17
Winter,Feb,Tuesday,weekday,5,5 AM,member,355,9.42,1.29
Summer,Aug,Sunday,weekend,2,2 AM,member,355,11.71,1.44
Spring,Apr,Wednesday,weekday,10,10 AM,casual,355,18.58,1.27
Winter,Dec,Friday,weekday,23,11 PM,casual,354,12.87,1.19
Fall,Sep,Thursday,weekday,0,12 AM,casual,354,13.01,1.38
Fall,Oct,Friday,weekday,0,12 AM,casual,353,14.37,1.27
Fall,Nov,Sunday,weekend,6,6 AM,member,353,14.85,1.55
Winter,Dec,Saturday,weekend,0,12 AM,casual,353,19.13,1.23
Winter,Feb,Thursday,weekday,7,7 AM,casual,353,10.67,1.14
Winter,Feb,Saturday,weekend,17,5 PM,casual,352,18.71,1.1
Winter,Dec,Friday,weekday,22,10 PM,casual,352,13.32,1.24
Spring,Apr,Friday,weekday,7,7 AM,casual,352,10.11,1.22
Winter,Feb,Friday,weekday,11,11 AM,casual,352,17.72,1.16
Summer,Jun,Wednesday,weekday,0,12 AM,casual,352,18.85,1.3
Winter,Dec,Tuesday,weekday,18,6 PM,casual,350,10.35,1.1
Winter,Jan,Monday,weekday,16,4 PM,casual,350,17.28,1.04
Spring,Mar,Saturday,weekend,23,11 PM,casual,350,15.5,1.25
Spring,Apr,Thursday,weekday,10,10 AM,casual,350,17.16,1.22
Spring,Mar,Wednesday,weekday,11,11 AM,casual,349,22.23,1.12
Winter,Jan,Saturday,weekend,8,8 AM,member,349,11.84,1.27
Winter,Dec,Sunday,weekend,17,5 PM,casual,349,14.78,1.1
Spring,Apr,Tuesday,weekday,6,6 AM,casual,349,11.15,1.23
Summer,Aug,Monday,weekday,0,12 AM,member,349,12.78,1.44
Spring,Mar,Wednesday,weekday,5,5 AM,member,349,10.69,1.3
Summer,Jul,Sunday,weekend,7,7 AM,casual,348,21.74,1.52
Winter,Dec,Friday,weekday,10,10 AM,casual,348,13.77,1.18
Winter,Feb,Thursday,weekday,19,7 PM,casual,348,10.96,1.05
Spring,Apr,Sunday,weekend,1,1 AM,casual,348,28.24,1.2
Spring,Mar,Friday,weekday,8,8 AM,casual,348,9.39,1.08
Summer,Jun,Saturday,weekend,5,5 AM,member,347,13.23,1.67
Spring,Apr,Sunday,weekend,23,11 PM,member,347,10.12,1.31
Spring,May,Saturday,weekend,2,2 AM,casual,347,20.21,1.51
Spring,Apr,Thursday,weekday,5,5 AM,member,345,9.21,1.35
Spring,May,Thursday,weekday,0,12 AM,member,345,10.74,1.37
